Date,Tweet,Stock Name,Company Name
Sun Feb 02 21:18:23 +0000 2025,Apple $AAPL settled -5.8% to $236.00. I'd note the Jan' candle is spiky from around the 10MA. - $AAPL $AMGN $AMZN $AXP $BA $CAT $CRM $CSCO $CVX $DIS $GS $HD $HON $IBM $JNJ $JPM $KO $MCD $MMM $MRK $MSFT $NKE $NVDA $PG $SHW $TRV $UNH $V $VZ $WMT,MSFT,Microsoft
Sun Feb 02 19:39:33 +0000 2025,"$MSFT $3.1T Market Cap +1% 1Y ☁️ Azure is Microsoft's cloud computing platform, offering cloud storage, AI processing, and enterprise productivity solutions. $MSFT is set to benefit from the continued demand for digital transformations. The company generates $105B in sales and",MSFT,Microsoft
Sun Feb 02 14:39:00 +0000 2025,TRADING STATS FROM today $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU $NKLA $ZRX,MSFT,Microsoft
Sun Feb 02 16:52:06 +0000 2025,$MP the only company in North America that is mining rare earth ore &amp; extracting from it large quantities of industrially useful rare earth compounds. $CLF $XOM $X $NVDA $AVGO $QCOM $ARM $AMD $AAPL $MSFT $META $AMZN $GOOGL #Bitcoin $BTC $IBIT $ETHA #Ethereum $MARA $RIOT $IREN,MSFT,Microsoft
Sun Feb 02 21:26:01 +0000 2025,"""Boost your portfolio with AI leaders"" $MSFT $GOOGL #AInvest #AInvest_AIScreener #AI Infrastructure #Trader #Stockmarketnews",MSFT,Microsoft
Sun Feb 02 02:45:53 +0000 2025,Trading stats from today's session: Start here $CUTO $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Sun Feb 02 17:39:00 +0000 2025,"I'm Energized! Just hit a crazy 103 % gain on $CADL ! Squad s eating good—don’t sleep on the next move , it’s up from here ! - - Act now! $SQQQ $META $ASML $SOXL $TSLA $MSFT $NVDA $SUGP $UPS $SLXN",MSFT,Microsoft
Sun Feb 02 23:18:00 +0000 2025,"I'm Uplifted! Just hit a crazy 103 % gain on $CADL ! Squad s eating good—don’t sleep on the next move , it’s up from here ! - - Come in! $UPS $SUGP $MSFT $BABA $SOXL $TSLA $SQQQ $TZUP $NVDA $ASML",MSFT,Microsoft
Mon Feb 03 21:22:27 +0000 2025,"Another day, another load of bullshit from president turnip. Tariffs are on hold in Mexico, but look on(as of now) for Canada. We'll see. One day at a time with this nutjob. Anyways, he tanked the market, but it rebounded after the Mexico chat. I went 1/1 today. $SPY $SPX $MSFT",MSFT,Microsoft
Mon Feb 03 11:07:41 +0000 2025,Sharing some internal work I've done on select tech multibaggers from 2024 (Might've missed some) Only 9 SaaS stocks have hit 10x in 10y $ALU $FICO $CDNS $CSU $FTNT $SNPS $PANW $NOW $MSFT ( $MELI was also on here but excluded as multiple actually compressed skewing chart),MSFT,Microsoft
Mon Feb 03 21:06:16 +0000 2025,$nvda $tsla $meta $amzn $goog $nflx $aapl $msft #stockmarketcrash #FOMC #cryptocrash #stockmarketscrash #Colombia #DeepSeekR1 #FOMC #TrumpTariffs $SPX CALLS FROM $1200 TO $3100 each MONSTER MOVE CAUGHT ( only available on patreon ),MSFT,Microsoft
Mon Feb 03 18:16:59 +0000 2025,Tariff Update Mexico has agreed to deploy 10K troops to the U.S.-Mexico border in exchange for a 1 month tariff delay WALL STREET REVERSED COURSE FROM OPEN $AMZN $MSFT $META $AAPL $GOOGL $NVDA $TSLA $AVGO $V $COST $NFLX $ADBE $AMD $INTU $PLTR $UBER #Trump #tariffwar,MSFT,Microsoft
Mon Feb 03 16:29:15 +0000 2025,The channel of truth $MSFT Does it bounce from here? This has typically been a great place to buy. Got in some $MSFT 425c lottos. Lets see if this rips higher the rest of this week.,MSFT,Microsoft
Mon Feb 03 15:44:30 +0000 2025,Mexican President says tariffs from the United States are delayed for a month after having a conversation with US President Trump. $FXI $HSI $YINN $KWEB $BABA $BYD $KC $NIO $SMIC $PDD $TCOM $LI $MSFT $TSLA $NVDA $QQQ $SPY $BTC $ETH $IBIT $XRP $MSTR #tariffs,MSFT,Microsoft
Mon Feb 03 19:59:59 +0000 2025,$ba #Boeing is in turnaround. + it will benefit from the trump trade war. + Golden cross forming. #NASDAQ #NASDAQ100 #Dow #DowJones #SP500 #SPX #Russell2000 $QQQ $SPY $DIA $IWM $TQQQ $SQQQ $GOOG $META $TSLA $MSFT $AAPL $AMZN $NFLX $NVDA #paypal #Venmo #Tesla $COIN,MSFT,Microsoft
Mon Feb 03 06:57:52 +0000 2025,I AM LONG IN $BABA FROM 82s &amp; I THINK IT WOULD BE VERY NICE IF IT DOES $106-$107 HERE $SPY $QQQ $SPX $NDX $DJI $GOLD $BTCUSD $TESLA $TSLA $MSFT $AMZN $APPLE $AMD $ARM #MONOPOLY #FLAGSHIP #4CHAARTIST,MSFT,Microsoft
Mon Feb 03 15:03:59 +0000 2025,#DATA UPDATE - #US MANUFACTURING #PMI Just now the US #manufacturing PMI has been released. It was reported at 50.9 vs an expected value of 49.8 and up from 49.3. Overall this implies higher #economic activity which should be bullish. $QQQ $GOOG $MSFT $SILVER $AMZN #trading,MSFT,Microsoft
Mon Feb 03 12:46:09 +0000 2025,how can i send my USDT From Okx wallet to binance exchange? $pegy $AAPL #USDT $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $SOFI $MSFT $AAPL $TSLA $SPCE $UTHR $IN #Bitcoin #cryptomarket,MSFT,Microsoft
Mon Feb 03 23:30:40 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Mon Feb 03 22:49:44 +0000 2025,"$PLTR tops $100, one the top #Artificial_Intelligence stocks , probably many more tops to come.. almost 10x in a year $PLTR Market cap zooomed to $200 billion P/E : 418 from $16 to $102 in 15 months (october, 2023) $NVDA, $MSFT, $GOOG, $AMZN, $TSLA",MSFT,Microsoft
Mon Feb 03 17:32:30 +0000 2025,"Guys, with all political/financial &amp; crypto liquidation armageddon over 24h who could foresee: - $BTC shy to $100K again!!!! - $MSTR strongly rebound from 310$ now at 330$? Factoring in as well Mag 7 &amp; major indexes into the red/flat... $QQQ $SPY $AAPL $NVDA $TSLA $MSFT $GOOG",MSFT,Microsoft
Mon Feb 03 16:25:00 +0000 2025,"@LeStonkJames I believe we are early to a new tech giant that is just now being born. Just like Boomers were early to $MSFT and $AAPL, we are early to Palantir $PLTR. $PLTR and $TSLA are the assets that will circulate wealth from Boomers into the hands of younger generations.",MSFT,Microsoft
Mon Feb 03 23:42:27 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,MSFT,Microsoft
Mon Feb 03 12:43:29 +0000 2025,how can i send my USDT From Okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR #Crypto #Bitcoin #BTC #TRX,MSFT,Microsoft
Mon Feb 03 12:49:00 +0000 2025,how can i send my USDT From okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR $IN #Crypto #Bitcoin #BTC #TRX,MSFT,Microsoft
Mon Feb 03 19:57:49 +0000 2025,$MSFT beginning to bounce off roughly 9 month uptrend support on the daily. I think we can expect to see a reversal from here in the coming days.,MSFT,Microsoft
Tue Feb 04 22:45:43 +0000 2025,Apart from $NVDA The rest of the Mag 7 have horrific 3-year rolling growth rates Mid single digit -&gt; mid teens growth on trillion dollar market caps I wouldn't touch any of them $AAPL $AMZN $MSFT $GOOG $TSLA $META,MSFT,Microsoft
Tue Feb 04 14:12:49 +0000 2025,U.S. Stock Market Concentration Hits All-Time High Top 10 Stocks' Share of U.S. Market Capitalization Climbs from 15% (2000–2018 Avg) to 33% in 2024 #equity #stock #StockMarket #SP500 #SPX #SPY #Nasdaq #Nasdaq100 #tech #AI #finance #investing #trading $AAPL $MSFT $NVDA $GOOG,MSFT,Microsoft
Tue Feb 04 14:47:17 +0000 2025,"$NFLX over $1,000! Perfect execution from the watchlist! $SPY $SPX $QQQ $TSLA $NVDA $ARM $AMD $TSM $SMCI $PLTR $AAPL $MSFT $COIN $MSTR $BABA",MSFT,Microsoft
Tue Feb 04 12:20:07 +0000 2025,I would expect a bounce from $MSFT here look left 2 hr shown PT420,MSFT,Microsoft
Tue Feb 04 21:37:03 +0000 2025,"Yooo, big W vibes! Just snagged that +61% on $AEON—major props to the crew for the clutch calls. We’re only going up from here, no cap! ⏬⏬ $SNAP $GOOG $UPXI $UBER $NVDA $MSFT $TSLA $ASML $META $AAPL $AXP $AMZN $AMD $SBUX",MSFT,Microsoft
Tue Feb 04 12:27:53 +0000 2025,Top flow from yesterday... $IWM $SPX $VIX $DHR $SPY $TSLA $NVDA $MRVL $MSFT $AAPL,MSFT,Microsoft
Tue Feb 04 13:58:00 +0000 2025,"The 10 largest stocks in the world now have a combined value of $22.12T, up from $21.75T last week! Who’s leading the charge, and where’s it headed next? $NVDA $AAPL $MSFT $AMZN $GOOGL $TSLA $TSM $AVGO #stockmarketcrash #Stock",MSFT,Microsoft
Tue Feb 04 21:28:13 +0000 2025,"I'd expect a bounce on Microsoft here soon, as it's also over extended from the 5 and 9 EMAs and has some lower time frame bullish divergences $MSFT $SPY $QQQ",MSFT,Microsoft
Tue Feb 04 13:57:57 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,MSFT,Microsoft
Tue Feb 04 21:48:14 +0000 2025,"Jumping again on this as $GOOG pushed from a flat CAPEX around $60B to $75B. As said in the reposted post, $META confirmed its $60B+ &amp; $MSFT still is ""ok for his $80B"". Compute is still king, hence demand for it is still growing. Bullish $NVDA &amp; $NBIS.",MSFT,Microsoft
Tue Feb 04 12:47:06 +0000 2025,how can i send my USDT From Okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR #Crypto #Bitcoin #BTC #TRX,MSFT,Microsoft
Tue Feb 04 14:03:06 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Feb 04 17:00:47 +0000 2025,On this day in 2014 Satya Nadella took over as CEO of Microsoft $MSFT from Steve Ballmer Microsoft was worth $300 Billion when Satya took over as CEO ... today Microsoft is worth $3.1 TRILLION,MSFT,Microsoft
Tue Feb 04 12:39:59 +0000 2025,how can i send my USDT From okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR $IN #Crypto #Bitcoin #BTC #TRX,MSFT,Microsoft
Tue Feb 04 16:57:35 +0000 2025,TRADING OPPORTUNITIES IN ONE CLICK. Price From 52 Week Low: $CVNA | 83.41% $RDDT | 81.54% $META | 40.57% $IT | 24.95% $DTE | 14.99% $YOU | 31.76% $MSFT | 6.17% $DEI | 31.52% $DJT | 61.88% $SPY $QQQ,MSFT,Microsoft
Tue Feb 04 11:28:47 +0000 2025,"$MSFT - Posted yesterday with fundamental update: ""The Bollinger band is trending down and far from being reached as in previous bounces highlighted. The Stochastic suggests the move is not complete. Key Levels: There is a lot of damage in the chart, $402 is the key level to",MSFT,Microsoft
Tue Feb 04 20:46:08 +0000 2025,Eerie feeling we see the following pattern repeat itself from two ER ago for $AMD. Both $AMD and $NVDA were getting beat up… $AMD double ER beat and great call. That day $MSFT also reported missed ER but had a great call. Next day NVDA was up 10%. Today Google instead on the ER,MSFT,Microsoft
Tue Feb 04 17:00:12 +0000 2025,LUNCH TIME Take a break from the charts for a bit! $SPY $SPX $QQQ $TSLA $NVDA $ARM $AMD $TSM $SMCI $PLTR $AAPL $MSFT $COIN $MSTR $BABA,MSFT,Microsoft
Wed Feb 05 20:50:20 +0000 2025,"Comparison of Microsoft's and Google's cloud businesses based on revenue, growth rate, and AI investment from their latest earnings report $MSFT $GOOGL $GOOG",MSFT,Microsoft
Wed Feb 05 14:57:55 +0000 2025,"$TSLA $NVDA $AMZN $AAPL $MSFT $META $GOOG Price to Earnings ratios Google dominates search, mobile OS, email and video but gets far too little respect from investors.",MSFT,Microsoft
Wed Feb 05 06:43:11 +0000 2025,"$MSFT Teams has to be the worst software of all time!!! Bugs in last 15 mins: 1) Can't join from phone. Very unhelpful error message ""Something went wrong"" 2) Can't get rid of the annoying mute helper It's 2025!!",MSFT,Microsoft
Wed Feb 05 23:50:33 +0000 2025,You CAN’T fake results from other people This is an EVERYDAY occurrence inside OnlyOptionsTrades $SPY $QQQ $SPX $NVDA $AAPL $AMZN $META $MSFT $GOOG $TSLA,MSFT,Microsoft
Wed Feb 05 02:49:31 +0000 2025,$AMZN $GOOG $GOOGL $MSFT From JP Morgan Research,MSFT,Microsoft
Wed Feb 05 08:44:29 +0000 2025,Let's see how big of a game changer the new deep research from @OpenAI is. $NVDA $AMD $TSLA $GOOG $MSFT $META $AMZN,MSFT,Microsoft
Wed Feb 05 19:45:56 +0000 2025,"Scooped up 2 shares of $GOOGL after the dip yesterday. Don't mind if I do. This is now officially my biggest single holding, taking first spot from $MSFT!",MSFT,Microsoft
Wed Feb 05 13:08:27 +0000 2025,The positive trends from MYNZ reinforce its potential as a true market leader $MSFT $MRVL $BLK $PCRHY #WASvsPHI #RHONY #AshleyOgle #zelena,MSFT,Microsoft
Wed Feb 05 21:20:49 +0000 2025,Still in the same trades from beg of month. Added the $MSFT today but still swinging $ES and $NQ. Zoom out the charts these furus on fintwit don’t tell you that shit that’s why yall all fail. Have you the alerts for free of charge. $SPY $QQQ $NVDA $MSFT,MSFT,Microsoft
Wed Feb 05 08:53:38 +0000 2025,"AI: A Tale of three 'AI Reasonings'. RTZ #622 ...evaluating the 'state of the art' (SOTA) from OpenAI, DeepSeek and Google #Tech #AI @OpenAI $MSFT $NVDA $META $AMZN $GOOG $AAPL $TSLA",MSFT,Microsoft
Wed Feb 05 17:14:14 +0000 2025,"&lt;Trading Log&gt; Bought $AMD on the dip today at $107.46. $AMD hasn’t figured out a way to take the market share from $NVDA yet, but my thesis is still intact as $MSFT is also using $AMD chips for training and inference and Lisa Su is putting a lot of emphasis on ROCm software",MSFT,Microsoft
Wed Feb 05 17:21:41 +0000 2025,"Multiple openings from META, MicroSoft, Atlassian and Gitlab Check these out #Jobs #RightJobs #Hiring #Meta #Microsoft #Atlassian #Jira #Gitlab $META $MSFT $TEAM $GTLB #Assistant #Marketing #MarketingJobs #ProjectManager #ProjectManagement #Software",MSFT,Microsoft
Wed Feb 05 12:46:46 +0000 2025,Top flow from yesterday... $SPX $PLTR $SPY $AVGO $META $MSFT $AFRM $PYPL $VST $IWM,MSFT,Microsoft
Wed Feb 05 22:51:00 +0000 2025,"$META, $MSFT, and $GOOG $GOOGL are expecting a cumulative $228 billion in capital expenditures in 2025, driven by their investments in artificial intelligence infrastructure. That’s a 55% increase from the roughly $150 billion those companies reported spending in 2024.",MSFT,Microsoft
Wed Feb 05 18:57:34 +0000 2025,"Yooo, big W vibes! Just snagged that +61% on $AEON—major props to the crew for the clutch calls. We’re only going up from here, no cap! ⏬⏬ $SNAP $GOOG $UPXI $UBER $NVDA $MSFT $TSLA $ASML $META $AAPL $AXP $AMZN $AMD $SBUX",MSFT,Microsoft
Wed Feb 05 23:58:20 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,MSFT,Microsoft
Wed Feb 05 15:29:47 +0000 2025,Rise Above the Rest; This Signal Is the Competitive Advantage! Price From 52 Week Low: $SPOT | 63.41% $MGOL | 28.57% $SMCI | 40.84% $SNAP | 28.53% $UBER | 21.38% $QQQ | 21.24% $META | 41.14% $MSFT | 6.50% $AM | 27.85% $PYPL…,MSFT,Microsoft
Wed Feb 05 11:56:33 +0000 2025,"$GOOGL raises 2025 CapEx to $75B (vs. $57B expected) $MSFT: $80B | $META: $65B In 8 years, Big Tech’s CapEx surged nearly 8x from $40B → $310B. Biggest winner? Likely $NVDA, as AI infra demand explodes. #MarketingCommunication",MSFT,Microsoft
Thu Feb 06 21:13:13 +0000 2025,"Mag7 at market closure This week has been packed with earnings report from these companies. Despite, the slowdown in growth YoY. The market is not overreacting for now. $AAPL $MSFT $NVDA $AMZN $GOOGL $GOOG $META $TSLA",MSFT,Microsoft
Thu Feb 06 07:19:58 +0000 2025,Invest in AI giants from both US and China will win. $MSFT $GOOG $META $BABA,MSFT,Microsoft
Thu Feb 06 21:31:27 +0000 2025,"""What we've seen from $MSFT and we also saw from $GOOGL is just slight disappointments on the growth that these companies are presenting,"" Macquarie's Brad Klapmeyer says, later adding: ""More than likely the market will give these companies a pass for the short term.""",MSFT,Microsoft
Thu Feb 06 00:42:51 +0000 2025,"The next 10x will come from companies that use AI better than anyone else. $TSLA FSD, Robotics $PLTR AI OS $AMZN AI logistics, ECom $GOOGL AI search $NVDA AI training $MSFT AI s/w, enterprise $ISRG robotic surgery $CRWD falcon $RKLB autonomous satellite $AMD AI Inference, Edge",MSFT,Microsoft
Thu Feb 06 16:41:16 +0000 2025,Sharing a slide from a presentation I just delivered - Hope this helps many of you out there to visualize how Microsoft $MSFT has been using OpenAI to round-trip + fabricate revenues,MSFT,Microsoft
Thu Feb 06 20:55:11 +0000 2025,Almost time $AMZN show us you taking market share from $GOOGL and $MSFT,MSFT,Microsoft
Thu Feb 06 21:12:35 +0000 2025,$spx $spy $qqq $amzn going to say this now... while the mag 7 are the bed rock of the US market... huge money making mashines! the mag 7 are imploding here. $msft is also prime example of share price performance. next 3 months will be weaker from here.,MSFT,Microsoft
Thu Feb 06 15:02:56 +0000 2025,Colorado's Judicial Brutality against Tina Peters &amp; also the Tina Peters Case: Results entirely from Software Attacks on her Office &amp; that Court: If you were to remove those Advanced Persistent Threat Attacks = No Case $AAPL $GOOGL $MSFT $AMZN,MSFT,Microsoft
