Date,Tweet,Stock Name,Company Name
Tue Apr 15 16:10:53 +0000 2025,"2. $MSFT – 8.4% From enterprise tools to AI infrastructure, it earns from both legacy products and future growth engines. - Insane 21% Y/Y cloud growtg - 35% Profit Margins Its diversification and scale give it a long runway in almost every tech vertical.",MSFT,Microsoft
Tue Apr 15 18:50:29 +0000 2025,Trading stats from today's session: |[~&amp;- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 08:56:50 +0000 2025,"Not only will half of U.S oil industry disappear at these prices , they will go from surplus to deficit $TSLA $AAPL $AMZN $NVDA $AMD $MSFT $NFLX $META $GOOG $V $MA $DXY $TLT $GLD $MS $GS $BAC $JPM $SCHW $WFC $BLK $BX $C $HD $JNJ $XOM $PG $RBLX $DPZ $MNST $SNOW $CRWD $ZS $LMT",MSFT,Microsoft
Tue Apr 15 11:06:35 +0000 2025,Trading stats from today's session: =;(}- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 14:32:54 +0000 2025,"(2/2) Egg Prices Soar as Cal-Maine Reports High Profits, CID from DOJ Antitrust Division $AAPL $ACI $AMZN $CALM $FDX $GOOG $GOOGL $META $MSFT $TDG $UPS",MSFT,Microsoft
Tue Apr 15 02:27:00 +0000 2025,Trading stats from today's session: #^`[- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 15:57:44 +0000 2025,Added tuesday apr 22nd long #es_f 5440s Why ? Expect a deal or news this weekend.. from one or more countrues... and it will be very favourable to the usa $spy $spx $qqq $aapl $cmg #es_f $tsla $nvda $meta $ai $msft $meta $bac $gold $ba $fslr $googl $amd,MSFT,Microsoft
Tue Apr 15 11:52:58 +0000 2025,Trading stats from today's session: &lt;(\&lt;- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 15:56:13 +0000 2025,Added to: $META $MSFT $HCA $AMZN $GE *market is far from rock solid but all are trading at nice levels.,MSFT,Microsoft
Tue Apr 15 13:28:00 +0000 2025,"$MSFT favored pullback towards weekly #bluebox area from 3.30.2025 weekend update between 355.33 - 293.08 area, where it should find next support to see at least 3 swing bounce. #Elliottwave #Stocks",MSFT,Microsoft
Tue Apr 15 12:21:56 +0000 2025,Trading stats from today's session: )*:{- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 16:55:00 +0000 2025,"$MSFT is forming a regular 5-wave impulse from the April low, signaling strong bullish momentum. The next pullback is expected to hold support in 3, 7, or 11 swings before the trend resumes. Learn more about #ElliottWave Theory:",MSFT,Microsoft
Tue Apr 15 09:58:02 +0000 2025,Trading stats from today's session: ^&gt;]$- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
Tue Apr 15 02:39:27 +0000 2025,@Citi @GoldmanSachs &amp; @BankofAmerica just downgraded the #China #StockMarket Saying a 2015 Boom then NOW A Bust Cycle starts(Agreed)So $FXI $ASHR $KWEB could be Short Sells Now? Also Upgrades #India $INDA All 3 were from the great @Business $BABA $NVDA $TSLA $AAPL $MSFT $EEM,MSFT,Microsoft
Tue Apr 15 14:04:41 +0000 2025,Will Robinhood stock keep Rallying? Will Robinhood share rise from $40 to $50 today ? Visit my site #NFTs #Crypto #NFXWIN $AAPL $MSFT $JPM $BA $AXP $META $GOOG $BTC #Bitcoin $AMZN $WMT $LLY $HOOD $MA $QBTS $NVDA $TSMC $T $M $CVX $XOM $TSLA $AMD $BAC $AXP,MSFT,Microsoft
Tue Apr 15 10:21:44 +0000 2025,Trading stats from today's session: }~:#- $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,MSFT,Microsoft
