Date,Tweet,Stock Name,Company Name
Sat Feb 01 00:08:07 +0000 2025,"mega cap monthly candles emoji version $AMZN, $GOOGL, $META, $NFLX ‍ $AAPL, $TSLA $NVDA, $MSFT (@FusionptCapital need those $SPX targets from those big firms )",AMZN,Amazon
Sat Feb 01 09:13:05 +0000 2025,how can i send my USDT From Okx wallet to binance exchange? $pegy $AAPL #USDT $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $SOFI $MSFT $AAPL $TSLA $SPCE $UTHR $IN #Bitcoin #Crypto,AMZN,Amazon
Sat Feb 01 13:38:38 +0000 2025,Send me a DM now! I just assisted someone in unlocking their assets from #coinsbrown. Let's put an end to fake crypto platforms. #xstocktrade #BTC #ETH #bybitcool #matadvpro #commaex #Aimbitcoin #IDCEXbtc #hacking #NFT #cryptorecover $aped $ARCA $amzn,AMZN,Amazon
Sat Feb 01 23:11:19 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,AMZN,Amazon
Sat Feb 01 23:34:35 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,AMZN,Amazon
Sat Feb 01 09:07:41 +0000 2025,how can i send my USDT From Okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR #Crypto #Bitcoin #BTC #TRX,AMZN,Amazon
Sat Feb 01 06:53:18 +0000 2025,#4 Amazon $AMZN $AMZN is rolling in the profits due to better delivery efficiencies. Most notably is the company went from utilizing one big warehouse to utilizing eight. This sped up deliveries and boosted profit margins as well.,AMZN,Amazon
Sat Feb 01 19:20:53 +0000 2025,"$QQQ $NVDA $TSLA $GOOGL $MSFT $AAPL $META $NFLX $AMZN $ARM $AMD $ORCL $IBM $CRM $SAP $SPY $DJIA #MAG7 $mstu $mstx $MSTR MicroStrategy owns 45x the amount of $BTC Tesla has $TSLA Post-earnings pump in a bloody red market, was no mistake",AMZN,Amazon
Sun Feb 02 18:28:31 +0000 2025,"$AMZN 4h. ER on Thursday 2/6 AH's. -Nice breakout for a measured move around 240, some selling pressure up here after a move off lows from 216-241 -Breakout retest off the DeepSeek news bounced off trend and my POC around 224.75 -Closed under this 1.272 fib on Friday at 237.49",AMZN,Amazon
Sun Feb 02 06:06:10 +0000 2025,Just saw an ad from $AMZN on X for the first time.,AMZN,Amazon
Sun Feb 02 14:27:01 +0000 2025,"#BREAKING U.S. don’t need anything from Canada, should become 51st State. $GS $MS $C $BAC $WFC $JPM $BX $BMO $RY $BCS $MCD $WMT $HD $TGT $AAPL $META $MSFT $GOOGL $AMZN $BLK $BRK $XOM $CVX $COP $BP $TRP $SHEL $CAT $WTI $NG $USD $DXY $XLE $XLF $XLK $SPX $SPY $QQQ #WallStreet #NYC",AMZN,Amazon
Sun Feb 02 14:28:57 +0000 2025,More from earnings season. I’ll be watching $PLTR $AMD $AMZN $GOOGL $PYPL What’s on your list?,AMZN,Amazon
Sun Feb 02 14:30:36 +0000 2025,"$SPY $DIA $QQQ $BTC.X $BTCUSD $DOGE.X if Tarriffs pop absurd bubblez, tarriffs = good...at this point, anything that bringz any of this fukin overbloated bullcrap down iz uh good thing, its time 2 transfer wealth from thu rich $META $NFLX $V $AMZN $GOOGL $NVDA $RDDT $AAPL",AMZN,Amazon
Sun Feb 02 15:48:52 +0000 2025,"As we look ahead, keep an eye on crucial jobs data and earnings reports from major players like $AMZN and $LLY. These updates could shape market trends significantly. Stay informed!",AMZN,Amazon
Sun Feb 02 12:48:48 +0000 2025,"As we hit the halfway mark of earnings season, brace for a busy week with key reports from tech giants like Alphabet and Amazon. Stay tuned for insights that could shape market trends. $GOOG $AMZN",AMZN,Amazon
Sun Feb 02 23:28:07 +0000 2025,"Dow Jones futures take a hit as President Trump announces new tariffs on Canada, Mexico, and China. Eyes are now on upcoming earnings reports from Amazon, Google, and Palantir. Market reactions are expected. $AMZN $GOOG $PLTR",AMZN,Amazon
Sun Feb 02 17:19:54 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,AMZN,Amazon
Sun Feb 02 09:00:51 +0000 2025,how can i send my USDT From Okx wallet to binance exchange? $pegy $AAPL #USDT $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $SOFI $MSFT $AAPL $TSLA $SPCE $UTHR $IN #Bitcoin #cryptomarket,AMZN,Amazon
Sun Feb 02 22:36:18 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,AMZN,Amazon
Sun Feb 02 18:26:53 +0000 2025,Amazon has 70% of its products going from China to the US and use this loophole to avoid duties of products under $800 This will be revoked on Tuesday. Get ready for volatility. $amzn,AMZN,Amazon
Sun Feb 02 13:00:23 +0000 2025,"Many expect $TLSA to now strategically shift from EVs to robots - as $AMZN shifted from books to everything in the early 2000s. This was a success but as FCF suffered, $AMZN experienced a 'show me' period. Strategy matters, but the proof is in the eating (FCF) - even for the best",AMZN,Amazon
Sun Feb 02 08:58:31 +0000 2025,how can i send my USDT From okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR $IN #Crypto #Bitcoin #BTC #TRX,AMZN,Amazon
Sun Feb 02 09:03:36 +0000 2025,how can i send my USDT From Okx wallet to binance ? $pegy $AAPL $SPY $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $GME $SOFI $MSFT $AAPL $TSLA $GRND $SPCE $UTHR #Crypto #Bitcoin #BTC #TRX,AMZN,Amazon
Sun Feb 02 21:18:23 +0000 2025,Apple $AAPL settled -5.8% to $236.00. I'd note the Jan' candle is spiky from around the 10MA. - $AAPL $AMGN $AMZN $AXP $BA $CAT $CRM $CSCO $CVX $DIS $GS $HD $HON $IBM $JNJ $JPM $KO $MCD $MMM $MRK $MSFT $NKE $NVDA $PG $SHW $TRV $UNH $V $VZ $WMT,AMZN,Amazon
Sun Feb 02 13:04:16 +0000 2025,"The week ahead for Bitcoin and markets: Earnings from $MSTR, $PYPL, $AMZN &amp; more House Financial Services hearing on Operation Chokepoint 2.0 that targetted the crypto industry Central Banks in England and Mexico expected to cut rates by -0.25% Plus, unemployment data",AMZN,Amazon
Sun Feb 02 12:04:19 +0000 2025,"In Group 3 Weekend Update, we see $AMZN is showing 3 waves into new highs from January low and suggesting more upside to take place #elliottwave #trading #stocks",AMZN,Amazon
Mon Feb 03 08:15:09 +0000 2025,Friday's RECAP from the best options channel around: $ASTS 400% $AMZN 42% $GOOGL 441% $SOXL 5% $ANET 40% $SMR 245% $PLTR 372% $HIMS 181% $HIMS 213% $HIMS 522% Join us and start making some serious money.,AMZN,Amazon
Mon Feb 03 15:04:39 +0000 2025,few profits from night vc scanning $RETARDIO | $HARDCORE | $AMZN | $FTM,AMZN,Amazon
Mon Feb 03 02:56:35 +0000 2025,"If you buy from $AMZN you’re mostly buying Chinese goods anyway, just for a higher price than buying from $BABA $PDD",AMZN,Amazon
Mon Feb 03 08:00:43 +0000 2025,achieved from my call on $AMZN Join my Tg now to get them early #SOL #SOLANA,AMZN,Amazon
Mon Feb 03 01:54:40 +0000 2025,Join my TG for more profitable calls $AMZN pumped from $132k to $3.3M Mcap,AMZN,Amazon
Mon Feb 03 21:06:16 +0000 2025,$nvda $tsla $meta $amzn $goog $nflx $aapl $msft #stockmarketcrash #FOMC #cryptocrash #stockmarketscrash #Colombia #DeepSeekR1 #FOMC #TrumpTariffs $SPX CALLS FROM $1200 TO $3100 each MONSTER MOVE CAUGHT ( only available on patreon ),AMZN,Amazon
Mon Feb 03 16:07:10 +0000 2025,$PINO from $48k to $4.5M MC to yield a 94x in profit Lock in with us on TG for top class plays $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $STONKS $SNAI $LUMO #BINANCE #TRENCHES #COINBASE $ALPHA $JAI $OKX #FATAL100 $TPU $HATCH #IQ1 $HOODAI $FAFO,AMZN,Amazon
Mon Feb 03 00:17:56 +0000 2025,Futures taking the Ram Shaft right now from Trump Tarrifs. This is a little bump in the road. Let it play itself out. $TSLA $NVDA $BTC $F $BA $JPM $QQQ $WMT $VIX $DJT $V $PLTR $MU $AMZN $META $NFLX $AAPL $GME $AMD $NIO $SPY $MCD $PLTR $GM $XOM $MMM $AXP $AMGN $CAT $CVX $CSCO,AMZN,Amazon
Mon Feb 03 18:16:59 +0000 2025,Tariff Update Mexico has agreed to deploy 10K troops to the U.S.-Mexico border in exchange for a 1 month tariff delay WALL STREET REVERSED COURSE FROM OPEN $AMZN $MSFT $META $AAPL $GOOGL $NVDA $TSLA $AVGO $V $COST $NFLX $ADBE $AMD $INTU $PLTR $UBER #Trump #tariffwar,AMZN,Amazon
Mon Feb 03 05:11:33 +0000 2025,"$AMZN down 3.70% overnight AMZN 2/7 $227.5 put @ 3.00 expected to open at 5.00 3.00 - 5.00 + 65%, stress free 12R entry from Friday's lunch hour Perfect low risk high reward setup @GHOSTB0ARD",AMZN,Amazon
Mon Feb 03 06:57:52 +0000 2025,I AM LONG IN $BABA FROM 82s &amp; I THINK IT WOULD BE VERY NICE IF IT DOES $106-$107 HERE $SPY $QQQ $SPX $NDX $DJI $GOLD $BTCUSD $TESLA $TSLA $MSFT $AMZN $APPLE $AMD $ARM #MONOPOLY #FLAGSHIP #4CHAARTIST,AMZN,Amazon
Mon Feb 03 15:03:59 +0000 2025,#DATA UPDATE - #US MANUFACTURING #PMI Just now the US #manufacturing PMI has been released. It was reported at 50.9 vs an expected value of 49.8 and up from 49.3. Overall this implies higher #economic activity which should be bullish. $QQQ $GOOG $MSFT $SILVER $AMZN #trading,AMZN,Amazon
Mon Feb 03 19:59:59 +0000 2025,$ba #Boeing is in turnaround. + it will benefit from the trump trade war. + Golden cross forming. #NASDAQ #NASDAQ100 #Dow #DowJones #SP500 #SPX #Russell2000 $QQQ $SPY $DIA $IWM $TQQQ $SQQQ $GOOG $META $TSLA $MSFT $AAPL $AMZN $NFLX $NVDA #paypal #Venmo #Tesla $COIN,AMZN,Amazon
Mon Feb 03 14:13:03 +0000 2025,$AMZN on the Rise! From $149K to $658K market cap—delivering an impressive 4x return! My TG team keeps hitting big wins. Join us for the next play!,AMZN,Amazon
Mon Feb 03 08:54:01 +0000 2025,9.8x up from my call on $AMZN Called on my private tg CA; Am7u9xvJmBFyNfgnMk4eS8QVNMYV55QkGum4gcUvpump,AMZN,Amazon
Mon Feb 03 12:46:09 +0000 2025,how can i send my USDT From Okx wallet to binance exchange? $pegy $AAPL #USDT $COIN $AMZN $MDWD $PLTR $MSFT $UP $KOSS $ANVS $META $DXYZ $ZONE $TSLA $NVDA $GME $DJT $MULN $QQQ $SPY $DIA $QQQ $IWM $AMZN $SOFI $MSFT $AAPL $TSLA $SPCE $UTHR $IN #Bitcoin #cryptomarket,AMZN,Amazon
Mon Feb 03 23:30:40 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,AMZN,Amazon
Mon Feb 03 22:49:44 +0000 2025,"$PLTR tops $100, one the top #Artificial_Intelligence stocks , probably many more tops to come.. almost 10x in a year $PLTR Market cap zooomed to $200 billion P/E : 418 from $16 to $102 in 15 months (october, 2023) $NVDA, $MSFT, $GOOG, $AMZN, $TSLA",AMZN,Amazon
Tue Feb 04 14:10:55 +0000 2025,Boycott products from China. #BoycottChina #ChinaTariffs. $AMZN $WMT be like:,AMZN,Amazon
Tue Feb 04 22:45:43 +0000 2025,Apart from $NVDA The rest of the Mag 7 have horrific 3-year rolling growth rates Mid single digit -&gt; mid teens growth on trillion dollar market caps I wouldn't touch any of them $AAPL $AMZN $MSFT $GOOG $TSLA $META,AMZN,Amazon
Tue Feb 04 15:45:02 +0000 2025,"$AMZN | (AMZN): Benchmark raises $ (from $215), reiterates",AMZN,Amazon
Tue Feb 04 21:20:00 +0000 2025,Quite a lackluster of tech earnings. Maybe $AMZN will swoop in and save the day. Not much else to excite the market aside from a rally in semis,AMZN,Amazon
Tue Feb 04 20:30:25 +0000 2025,Chart of the day: $AMZN Back to the top of the fib channel based on the Oct 2017 - Jul 2021 timeframe; also shown: a fib channel from the Jan 2023 low.,AMZN,Amazon
Tue Feb 04 05:45:11 +0000 2025,"$STRH reached a new 52-week high yesterday, closing at .030475. It's been quite a run in 2025, starting from .005. $AAPL $ABBV $ADBE $AMAT $AMT $AMZN $BA $BABA $BYND $DIS $FDX $GOOG $HD $IWM $JPM $LK $LOW $LULU $LYFT $MA $NVDA $NFLX $PINS $QQQ $RH $SPY $TLT $T $TSLA $UWT $UVXY",AMZN,Amazon
Tue Feb 04 11:18:55 +0000 2025,$NASDEQ from 171k to $1.4M MCap to lock in an 8x win. Good one to the traders on TG on this call $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $STONKS $SNAI $LUMO $SWF $NASDEQ $BNF $MLG $TPU $ALPHA $JAI $OKX #FATAL100 $TPU $HATCH #IQ1 $HOODAI $COKE $SCARF,AMZN,Amazon
Tue Feb 04 11:14:15 +0000 2025,Well well good performance from this one with an 8x. Good win for the team Let's do more! $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $STONKS $SNAI $LUMO $SWF $NASDEQ $BNF $MLG $TPU $ALPHA $JAI $OKX #FATAL100 $TPU $HATCH #IQ1 $HOODAI $COKE $SCARF $POTATO,AMZN,Amazon
Tue Feb 04 11:29:05 +0000 2025,"Did you buy $QUEEN?! Very good move from 198k to $4M MC. A 20x in profits. Good call, good alpha from TG $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $STONKS $SNAI $LUMO $SWF $NASDEQ $BNF $MLG $TPU $ALPHA $JAI $HATCH #IQ1 $HOODAI $COKE $SCARF $POTATO",AMZN,Amazon
Tue Feb 04 00:18:26 +0000 2025,UNSTOPPABLE TEAM! #McVALUE soared from $181k -&gt; $1.1M Mcap on my private TG. TP yielded 20X return . Join the next big win!⬇️ Solana Kitchen. $GYAT $STONKS $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $SNAI $LUMO #BINANCE #TRENCHES #COINBASE $ALPHA $HATCH $S,AMZN,Amazon
Tue Feb 04 01:23:27 +0000 2025,Bought in $QUEEN at $198k mgap as called on Alpha TG group Expecting good gains from this $PAIN $AMZN $FINE $WAR $JAI $BFC $MEXC $BEATS $BRAND $TPU $LUX $STONKS $SNAI $LUMO #BINANCE #TRENCHES #COINBASE $ALPHA $JAI $OKX #FATAL100 $TPU $HATCH #IQ1 $HOODAI $FAFO,AMZN,Amazon
Tue Feb 04 13:58:00 +0000 2025,"The 10 largest stocks in the world now have a combined value of $22.12T, up from $21.75T last week! Who’s leading the charge, and where’s it headed next? $NVDA $AAPL $MSFT $AMZN $GOOGL $TSLA $TSM $AVGO #stockmarketcrash #Stock",AMZN,Amazon
Tue Feb 04 04:10:08 +0000 2025,"Having just returned from NOLA, this is exactly how it feels to me. $NVDA $AMZN $PLTR $GLD $GTLB $TEM #LiveTradingRoomTuesday",AMZN,Amazon
Tue Feb 04 13:56:54 +0000 2025,"Benchmark ""would be buyers on any dip,"" on Amazon $AMZN, raises Price Target to $265 from $215 Ahead of what the firm previews ""should be another share-gaining, strong 4Q24 earnings on Thursday after the close,"" the firm's concerns into the print stem from a combination of",AMZN,Amazon
Tue Feb 04 21:52:18 +0000 2025,"$AMZN I love when investors sell off a stock based on a different companies earnings report, as if they have any clue how to identify the read throughs from one company to another. If people want to be stupid, I am happy to capitalize on said stupidity.",AMZN,Amazon
Tue Feb 04 22:03:00 +0000 2025,Top Stocks for February 25: AI Picks the Biggest Winners From Trump’s Ne... via $PLTR $AAPL $Nvda $AMZN $TSLA $AMD #Trump #Stock $SPOT $META,AMZN,Amazon
Tue Feb 04 17:08:16 +0000 2025,"JUST IN: Benchmark analyst Daniel Kurnos raised $AMZN price target to $265 (up from $215), while keeping a Buy rating. #Amazon #amzn #stockmarket #trading #finance #AI",AMZN,Amazon
Tue Feb 04 21:05:35 +0000 2025,$AMZN AWS taking more cloud share from $GOOGL.,AMZN,Amazon
Wed Feb 05 14:57:55 +0000 2025,"$TSLA $NVDA $AMZN $AAPL $MSFT $META $GOOG Price to Earnings ratios Google dominates search, mobile OS, email and video but gets far too little respect from investors.",AMZN,Amazon
Wed Feb 05 23:50:33 +0000 2025,You CAN’T fake results from other people This is an EVERYDAY occurrence inside OnlyOptionsTrades $SPY $QQQ $SPX $NVDA $AAPL $AMZN $META $MSFT $GOOG $TSLA,AMZN,Amazon
Wed Feb 05 16:34:26 +0000 2025,Amazon $AMZN just sent out invites for an event on February 26th in NYC from its Devices &amp; Services segment People are speculating Amazon could be about to give Alexa an AI update,AMZN,Amazon
Wed Feb 05 11:48:02 +0000 2025,Will $AMZN be able to deliver the high mark this quarter? What concerns me is: 1. The Rate of Cash from Operating Act. has been paused. 2. The flow of the Cash in Investing and Financing Act. has decreased. 3. The estimate of EPS and revenue this quarter is way higher than in,AMZN,Amazon
Wed Feb 05 02:49:31 +0000 2025,$AMZN $GOOG $GOOGL $MSFT From JP Morgan Research,AMZN,Amazon
Wed Feb 05 08:44:29 +0000 2025,Let's see how big of a game changer the new deep research from @OpenAI is. $NVDA $AMD $TSLA $GOOG $MSFT $META $AMZN,AMZN,Amazon
Wed Feb 05 08:53:38 +0000 2025,"AI: A Tale of three 'AI Reasonings'. RTZ #622 ...evaluating the 'state of the art' (SOTA) from OpenAI, DeepSeek and Google #Tech #AI @OpenAI $MSFT $NVDA $META $AMZN $GOOG $AAPL $TSLA",AMZN,Amazon
Wed Feb 05 16:19:55 +0000 2025,"USPS flip-flopped fast, resuming shipments from China less than 12 hours after halting them. But E-commerce stocks kept sliding: - $BABA -3% - $PDD -4% - $JD -3% - $AMZN -2%",AMZN,Amazon
Wed Feb 05 19:48:53 +0000 2025,2022: Meta fell 77% from 2021 high $META Tesla fell 72% from 2021 high $TSLA Amazon fell 54% from 2021 high $AMZN Google fell 40% from 2021 high $GOOGL Apple fell 27% from 2021 high $AAPL 2025: Meta is up 684% from 2022 low Tesla is up 252% from 2022 low Amazon is up 178%,AMZN,Amazon
Wed Feb 05 04:23:09 +0000 2025,Half of the stuff Amazon sells comes from China $AMZN,AMZN,Amazon
Wed Feb 05 21:31:39 +0000 2025,Quite a lackluster of tech earnings. Maybe $AMZN will swoop in and save the day. Not much else to excite the market aside from a rally in semis,AMZN,Amazon
Wed Feb 05 18:54:20 +0000 2025,"IMO, the whole thing about #QuantumComputing from $GOOGL, $GOOG, $IONQ, $AMZN, $BABA, $QBITS, etc is all BS. Not only BS, but even FRAUD. $QQQ $SPY $SPX $ONEQ $NDX $NDAQ $ARTY $ROBO $ARKK $VOO $IVV $DIA $DJIA $RUT $VTWO $IWM",AMZN,Amazon
Wed Feb 05 18:56:43 +0000 2025,$AMZN latest H1 chart shared with members favors the upside as wave 3 emerged from nearly $229. #Elliottwave #Stocks,AMZN,Amazon
Wed Feb 05 15:47:05 +0000 2025,"$AMZN Web Services,the world's largest cloud services provider,is expected to post its strongest revenue increase in eight quarters at 19.3%,according to data compiled by LSEG.The holiday spending growth rate of 8.7% almost doubled from the 4.9% recorded in 2023, the data showed.",AMZN,Amazon
Wed Feb 05 21:49:11 +0000 2025,"$PLTR $AKAM $ORCL $TXN $CSCO $GOOGL $AMZN $LMT $LDOS Tina Peters' Cases results from a Software Attack, Advanced Persistent Threat Attack on Legal Infrastructure to cause that Judicial Brutality against Tina Peters",AMZN,Amazon
Wed Feb 05 16:28:05 +0000 2025,Amazon $AMZN just sent out invites for an event on February 26th in NYC from its Devices &amp; Services segment People are speculating Amazon could be about to give Alexa an AI update,AMZN,Amazon
Wed Feb 05 14:20:03 +0000 2025,BREAKING: STOCK MARKET OPENS RED AS $GOOG GOOGLE &amp; $AMD MISSED EARNINGS TRADE WAR: THE UNITED STATES SUSPENDS ANY PACKAGES FROM CHINA AND HONG KONG $AMD $AVGO $SPY $NFLX $TSLA $AMD $QQQ $AAPL $BTC $SPX $XRP #BITCOIN $COIN $AAPL $AMZN #BTC $NVDA $GOOG #TRUMP $TSLA,AMZN,Amazon
Wed Feb 05 20:55:29 +0000 2025,"Amazon $AMZN From Late January , Impulsive Rally in Progress #elliottwave",AMZN,Amazon
Thu Feb 06 21:03:34 +0000 2025,First reaction from $AMZN,AMZN,Amazon
Thu Feb 06 22:50:51 +0000 2025,"9/ $AMZN is also the largest robotics company in the World. It's betting heavily on robots from humanoids to drones to boost automation. It currently has over 750,000 robots deployed in its distribution centers. This is by far the largest workforce that any company has in the",AMZN,Amazon
Thu Feb 06 22:14:01 +0000 2025,"T&amp;G Market Recap #102: $SPY + $QQQ + $AMZN Markets are buzzing! From Amazon’s Q4 surprises to the AI hype, tariff tensions &amp; tech trends—our latest update has it all. Dive in for the insights you need!",AMZN,Amazon
Thu Feb 06 06:34:02 +0000 2025,"#Netflix One more All Time High Some of the Mag7 are displaying ""fatigue"" from the earnings side ( $GOOG, $AAPL, $TSLA for example) and the upward trend has paused ( $NVDA). So far, $NFLX but also $AMZN continue to print ATHs. We'll see the upcoming earnings.",AMZN,Amazon
Thu Feb 06 21:03:31 +0000 2025,"$AMZN reported earnings results today and I'm glad this is my biggest holding as they have crushed the expectations on EPS once again: ✅Revenue: $187.8 vs. $187.2B expected ✅EPS: $1.86 vs. $1.48 expected ✅Remains the undisputed leader in e-commerce, benefiting from strong",AMZN,Amazon
Thu Feb 06 21:10:14 +0000 2025,JUST IN: Amazon $AMZN brought in revenue of $387.5B from the United States in 2024. #Nasdaq #NASDAQ100 #Amazon #StockMarket #Trading #Finance #AI,AMZN,Amazon
Thu Feb 06 21:13:13 +0000 2025,"Mag7 at market closure This week has been packed with earnings report from these companies. Despite, the slowdown in growth YoY. The market is not overreacting for now. $AAPL $MSFT $NVDA $AMZN $GOOGL $GOOG $META $TSLA",AMZN,Amazon
Thu Feb 06 14:17:23 +0000 2025,"All the data Alexa collected from customers, knowingly and unknowingly, may turn Amazon into an even bigger giant. $AMZN",AMZN,Amazon
Thu Feb 06 21:08:21 +0000 2025,Jeeeez $AMZN brought in 387.5B from the US,AMZN,Amazon
Thu Feb 06 21:27:18 +0000 2025,"Impressive quarter from $AMZN albeit their guidance was a little weak. AWS &amp; Advertising are growing in the high teens, both are extremely profitable businesses.",AMZN,Amazon
Thu Feb 06 21:03:04 +0000 2025,"$AMZN Earnings: - Net sales increased 10% to $187.8 billion in the fourth quarter, compared with $170.0 billion in fourth quarter 2023. Excluding the $0.9 billion unfavorable impact from year-over-year changes in foreign exchange rates throughout the quarter, net sales increased",AMZN,Amazon
Thu Feb 06 11:20:00 +0000 2025,"↗️ Overall time spent watching television in December rose 4% compared with November, according to a report from Nielsen, driven by high viewership of sporting events and special programming during the year-end holiday period in 2024. $GOOGL $NFLX $DIS $AMZN $PARA $ROKU $FOX",AMZN,Amazon
Thu Feb 06 10:39:10 +0000 2025,"Earnings from $AMZN tonight. All eyes on @awscloud. I'm looking for $29.1B from AWS, a bit higher than consensus. Alphabet disappointed investors but lost was that GCP grew *significantly* faster than overall Google Cloud. Here are my Q4 and Annual estimates. @sarbjeetjohal",AMZN,Amazon
Thu Feb 06 23:23:13 +0000 2025,"Amazon $AMZN guided Capex to over $100B for FY25, roughly 20-25% above consensus. The AI boom is NOT even close to done! $NVDA $MRVL $AVGO and many more! Go watch the new video with @IvanaSpear from $SPRX!",AMZN,Amazon
Thu Feb 06 19:43:21 +0000 2025,Ugh Everything has now turned red as we get ready to hear from $AMZN about their earnings.,AMZN,Amazon
Thu Feb 06 21:04:22 +0000 2025,"Hot Stock Alert Amazon $AMZN EPS: $1.86, EST: $1.48 Revenue: $187.79 billion, est: $187.23 billion *AMAZON: 1Q 2024 IMPACT FROM LEAP YEAR ADDED $1.5B IN NET SALES",AMZN,Amazon
Thu Feb 06 22:34:53 +0000 2025,"”Chips from our third-party partners are arriving at a slower pace, limiting AWS capacity.” - Amazon Verkar som man inte kan få nog med Nvidia chip hos Amazon? $AMZN $NVDA",AMZN,Amazon
