Sun Feb 02 18:20:23 +0000 2025,"$TSLA Tesla really just needs to mount the 2021 highs, have to assume a gap down on futures though. Still making lower highs from the ATH push we had and failing to hold over $415 Under the 50ma I am looking for the push down into $380-385",TSLA,Tesla
Sun Feb 02 22:00:44 +0000 2025,"$TSLA Daily Fib Levels Set the Fib from Oct 23 pivot low to the Dec 18 pivot high Stock has been holding at the 0.382 Fib Line at $382.94 since Jan 2 The 0.236 Fib Line above at $423.30 has acted as resistance If we get a big flush on tariffs, next support is down at the",TSLA,Tesla
Sun Feb 02 19:00:02 +0000 2025,Tesla is most American made car and may benefit from tariffs wars. Sounds good to me! $tsla,TSLA,Tesla
Sun Feb 02 17:19:54 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,TSLA,Tesla
Sun Feb 02 02:21:20 +0000 2025,"There were other trades from Friday such as: $TSLA CALLS +250% ☑️ This one was based off HTF sentiment when we saw price action open above 400. Then we had: $QQQ CALLS +100% ☑️ Chose this over $SPY because the premiums were priced better. Total Return: +2,100% ☑️",TSLA,Tesla
Sun Feb 02 17:00:23 +0000 2025,Here is a quick recap of Q4 earnings from last week $META $TSLA $MSFT,TSLA,Tesla
Sun Feb 02 22:36:18 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,TSLA,Tesla
Sun Feb 02 18:33:54 +0000 2025,"$TSLA bounced all the way to the declining upper trendline (pink arrow) for a wonderful overnight swing from the daily (left) 50 EMA (green arrow) ️‍♂️ I added intraday size to my swing trade at the hourly (right) 50 SMA (green arrow), and scaled out at the top of the hourly linear",TSLA,Tesla
Sun Feb 02 21:01:26 +0000 2025,"$TSLA just had their first annual delivery decline ever. It's clear attention is focused on other business lines rather than their primary revenue driver. The transition from EVs to robotaxi, Optimus, and more is beginning. #tesla",TSLA,Tesla
Sun Feb 02 22:14:23 +0000 2025,"$TSLA Extremely tight flag after a strong upside move, average volume and support from 50sma. Started off strong on Friday and reached its higher range but bounced off it. The next week will be crucial, and I believe an upside breakout is sending this to 500$+",TSLA,Tesla
Sun Feb 02 21:35:04 +0000 2025,Trading stats from today's session: $AMZN $AAPL $BA $BABA $FB $TSLA $MSFT $ROKU,TSLA,Tesla
Sun Feb 02 17:19:41 +0000 2025,"New administration: not so good for $TSLA?.. Over the past week, Tesla has faced potential impacts from newly implemented 25% tariffs on goods from Mexico and Canada, which could increase costs due to parts sourced from these countries. Additionally, Tesla's latest earnings",TSLA,Tesla
Sun Feb 02 18:06:28 +0000 2025,"$TSLA ""Trump Dump Trade "" Trump Volatility is here to stay next 4 years; as Traders embrace it and adapt, while $TSLA longs for us went 400% on 410c but the 410p lotto's went from 20 cents to 8 bucks on Trade Wars or 4000% Setup 1: Gap &amp; Go Setup 2: 5/12 Short System:",TSLA,Tesla
Sun Feb 02 17:15:13 +0000 2025,Be on the Right Side of the Market and let your money work for you. Blue box set ups gave us 72% return last year. Join us for 14 days Trial and start learning from our Market Experts. Link to register --&gt; #Elliottwave #Stocks $AAPL $TSLA $SPX $SPY,TSLA,Tesla
Sun Feb 02 13:44:37 +0000 2025,Considering tesla FSD still can’t tell a police car or fire truck from a dump truck. And it still can’t hear sirens from emergency vehicles. One might think it’s a bit unrealistic that this will be safe (unsupervised) in 6 months. $tsla,TSLA,Tesla
Sun Feb 02 14:54:51 +0000 2025,Canada in active trade war with U.S Canadian finance minster suggest 100 percent Tariff on Tesla $Tsla Lucid $Lcid and $Rivn can benefit from this $Trump,TSLA,Tesla
Sun Feb 02 22:45:13 +0000 2025,Master Trading Skills While Working From Home! $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA $EPR $WYND $LIVN $BBU $SPR $APLE $PK $M $CUK $CAR $CPA $EHTH $SHOO $CORT $EPZM,TSLA,Tesla
Sun Feb 02 02:38:24 +0000 2025,"If $MSTR had a stock price of $6,100 right now, we’d have the same PE as $TSLA (122) on FASB. If MSTR had a stock price of $6,100 one year from now, we’d drop all the way down to having the same PE as $AAPL (38) LOL. There is a MASSIVE amount of growth that’s coming over these",TSLA,Tesla
Sun Feb 02 15:28:30 +0000 2025,"Everyone’s buzzing about tech stocks, so let me share my technical analysis for $TSLA (Tesla). From the Weekly to the Daily timeframe, Tesla is showing promising long-term potential, but patience is key for the short term. Let’s break it down:",TSLA,Tesla
Sun Feb 02 13:40:48 +0000 2025,With no steering wheel or pedals. How would one manually take control of the cybercab when there is issues. Like it’s blocking an ambulance or stuck in traffic zones from construction. Or has to interact with unreasonable human drivers… $tsla,TSLA,Tesla
Sun Feb 02 19:35:45 +0000 2025,Can’t wait for 24hr trading to start so I can buy $NVDA &amp; $TSLA on a fake dip from weak emotional beta boys…..Tick Tock!!,TSLA,Tesla
Mon Feb 03 03:50:37 +0000 2025,"$TSLA Cybercab could be your private fitness studio on the go! Due to its quite spacious interior and lack of traditional controls such as a steering wheel or pedals, we could get in some BW exercises or stretches on our way to or from work. You might ask how about the",TSLA,Tesla
Mon Feb 03 03:32:47 +0000 2025,I like to take screenshots when there are bloodbaths so I can look back later on and remind myself that in a few months it likely won’t matter… Look at this one from August 5th… $HOOD at $14 my God… $NVDA at $93 and $TSLA at $187,TSLA,Tesla
Mon Feb 03 02:29:22 +0000 2025,From Elon @elonmusk To Retail $TSLA,TSLA,Tesla
Mon Feb 03 18:56:13 +0000 2025,By using TESLA FSD I know im safe and everyone else on the road is safer because the car is devoted solely to taking me from point A to B safely. $TSLA,TSLA,Tesla
Mon Feb 03 13:40:18 +0000 2025,GM. Let's start the day with some humor!☕️ Today the market tests our conviction. It's a day to see things from new perspectives and take advantage of the opportunities. $BTC $MSTR $NVDA $AMD $KULR $SOFI $NU $PYPL $HIMS $AMD $TSLA $NNE $RKLB $PRL,TSLA,Tesla
Mon Feb 03 18:16:59 +0000 2025,Tariff Update Mexico has agreed to deploy 10K troops to the U.S.-Mexico border in exchange for a 1 month tariff delay WALL STREET REVERSED COURSE FROM OPEN $AMZN $MSFT $META $AAPL $GOOGL $NVDA $TSLA $AVGO $V $COST $NFLX $ADBE $AMD $INTU $PLTR $UBER #Trump #tariffwar,TSLA,Tesla
Mon Feb 03 23:33:21 +0000 2025,"$TSLA In Italy, can buy the Model 3 from €35,990 with a Tesla bonus of €4,000.",TSLA,Tesla
Mon Feb 03 16:39:39 +0000 2025,Textbook wave 4 from $TSLA,TSLA,Tesla
Mon Feb 03 07:58:46 +0000 2025,"Looks like a bounce. We should not forget that $TSLA dropped more than others from 419 to 404 on Friday, and is not really affected by the fake tariffs. Sticking to my guess that this will be less dramatic than it seemed - but let’s stay very vigilant",TSLA,Tesla
Mon Feb 03 18:55:12 +0000 2025,"I’m literally turning down so many requests from new followers— I’ve come to complete realization that 90% of ppl are one way street, only 10% worth the time !! $TSLA Elite team formation in the works soon !!",TSLA,Tesla
Mon Feb 03 19:52:11 +0000 2025,"Picked up shares of $BORR today. Offshore drilling demand is rising, and BORR stands to benefit from increasing day rates and long-term contract stability. Strong cash flow growth + debt reduction = solid upside potential. $SPY $SPX $QQQ $TSLA $NVDA $ARM $COIN $MSTR $BABA",TSLA,Tesla
Mon Feb 03 14:48:43 +0000 2025,$TSLA Tesla About to hit $381 major high level from 2022.,TSLA,Tesla
Mon Feb 03 01:17:51 +0000 2025,"January Recap: $59,500 in Realized Gains from Options Trading! We kicked off 2024 strong with $59.5K in realized gains, thanks to a strategic mix of $TSLL cash-secured puts (CSPs) and $TSLA long calls. While TSLA returned 4.27%, our portfolio outperformed with a 13.28%",TSLA,Tesla
Mon Feb 03 21:41:35 +0000 2025,"Monday's Movers and Shakers (+/- 3%) ✅ $IDXX - earnings, cancer drug, buyback. ✅ $MSTR rallies from the open with #BTC. ✅ $ABBV up on good earnings. ✅ $MRNA another down day. ‍♀️ ✅ $TSLA got caught up in tariff news. ✅ $AAPL China 10% tariff news.",TSLA,Tesla
Mon Feb 03 14:37:26 +0000 2025,"$TSLA | (TSLA): Cantor Fitzgerald raises $ (from $365), maintains",TSLA,Tesla
Mon Feb 03 16:56:55 +0000 2025,Cantor Fitzgerald’s Andres Sheppard rises $TSLA price target from $365 to $425.,TSLA,Tesla
Mon Feb 03 14:59:29 +0000 2025,Not good for $TSLA. There are no real options volume resistance lines. Everyone went long. I started a small buyback at $380 this morning from what I sold at $412 - but there isn't much in terms of support until $350 or maybe $330. This market is going to be tricky for a,TSLA,Tesla
Mon Feb 03 16:05:48 +0000 2025,$TSLA $SPY Know this if I were genuinely concerned about something I would let you know I can sift bs from inherent truth pretty damn well,TSLA,Tesla
Mon Feb 03 14:35:14 +0000 2025,"I snatched my profit of $3,500 on Tesla ( $TSLA ) as soon as the market opened. I don’t care where it go from here",TSLA,Tesla
Mon Feb 03 23:38:22 +0000 2025,"from midnight (PST) to right now, $tsla has only moved up $0.50. that's even after mexico and canada tariffs were delayed with some pretty good concessions. lol. what the heck is going on?",TSLA,Tesla
Mon Feb 03 13:28:48 +0000 2025,What can save $TSLA for dropping lower? $TSLA $SPY,TSLA,Tesla
Mon Feb 03 21:06:16 +0000 2025,$nvda $tsla $meta $amzn $goog $nflx $aapl $msft #stockmarketcrash #FOMC #cryptocrash #stockmarketscrash #Colombia #DeepSeekR1 #FOMC #TrumpTariffs $SPX CALLS FROM $1200 TO $3100 each MONSTER MOVE CAUGHT ( only available on patreon ),TSLA,Tesla
Mon Feb 03 12:38:45 +0000 2025,Top flow from Friday... $TSLA $SPX $AAPL $AVGO $MRK $SPY $NVDA $MSTR $COIN $AMD,TSLA,Tesla
Mon Feb 03 04:49:55 +0000 2025,I was buying $TSLA between $100-$200 in 2022-23 with a simple thesis. They were investing billions on infrastructure. That paid off. $INTC is similar spending billions and getting help to do so from the US government. At $18.85 today buying $INTC has little downside with,TSLA,Tesla
Mon Feb 03 14:32:03 +0000 2025,"A quarterly cycle for $TSLA deliveries persists in Europe, despite Model Y being covered with local production. An ""EOQ wave"" with Model 3 from China cannot be excluded, but it is unlikely: $TSLA inventory in Europe is going the wrong way! 1/4",TSLA,Tesla
Mon Feb 03 17:53:11 +0000 2025,$TSLA = PRICE GAP REMINDER! WHEN ALGO DADDY SAID BECAREFUL YOU SHOULD PAY ATTENTION! Now We have $404 Price Gap to Fill from Friday Close! $452 Price Gap = HOPE!,TSLA,Tesla
Mon Feb 03 16:58:36 +0000 2025,"And there goes $TSLA. Starting to lose all the nice gains from the good tariff news. Never fails. No matter what, we're just part of a MEME stock now and an Elon gauge. When markets like Elon, we go up. When they don't (about 90% of the time), we go down.",TSLA,Tesla
Mon Feb 03 01:10:04 +0000 2025,My charts are basically default. Who has the slickest chart color scheme I can take inspiration from?? $NQ $ES $YM $SPY $QQQ $TSLA $NVDA $AAPL $MSFT $NFLX $META $BTC $DOGE $GC $CL,TSLA,Tesla
Mon Feb 03 20:53:41 +0000 2025,$QQQ bounced from the $511.84 runners target to the $519.85 over/under. $SPY $IWM $QQQ $TSLA $AAPL notes delivered daily:,TSLA,Tesla
Mon Feb 03 15:38:23 +0000 2025,Seeing a reversal in $SOFI from morning lows. Same goes for $TSLA (I bought more at market open).,TSLA,Tesla
Tue Feb 04 03:14:50 +0000 2025,wife asked me where the $tsla dip purchase money came from,TSLA,Tesla
Tue Feb 04 06:22:37 +0000 2025,"Deer frens, Day 47. Today presnident Trump let mr. Musk takes away condoms from hamas then lady Trudeau lost the war of tariffs feelsgr8man GN, $TSLA fren",TSLA,Tesla
Tue Feb 04 21:05:33 +0000 2025,$GOOG down in AH's. $TSLA is taking some of the hit too because it uses Google maps. Maybe down 8% tomorrow on this earnings news from Google?,TSLA,Tesla
Tue Feb 04 17:04:26 +0000 2025,"The sensing I get from the $tsla holders is that they are tired, and the hopelessness of the stock never recovering is there. I just want to show you guys this chart! This is mother of all set ups to breakout or go down! If @elonmusk don’t do the buy back now, $tsla will end up",TSLA,Tesla
Tue Feb 04 22:17:43 +0000 2025,"Can I please get some help from the @Tesla $TSLA community? We just had a light show for Forest, who is 7 years old and currently fighting cancer. It would be AMAZING, if we could get @elonmusk to take a second out of his busy day, LITERALLY SAVING the world, and say hi to the",TSLA,Tesla
Tue Feb 04 05:34:55 +0000 2025,Went from +$7 to -$3 $TSLA,TSLA,Tesla
Tue Feb 04 20:58:15 +0000 2025,Is this a New Model Y? I can’t be 100% sure from the video. $tsla,TSLA,Tesla
Tue Feb 04 06:25:25 +0000 2025,"0.02 During Biden Administration, $TSLA stock suffered primarily from high interest rate &amp; record inflation, not to mention constant attacks on Elon with bunch of lawsuits brought by the rigged DOJ &amp; SEC against both him and the company! Now with Trump administration,",TSLA,Tesla
Tue Feb 04 22:20:05 +0000 2025,"BREAKING MISHA COLLINS, former actor from the tv show #SUPERNATURAL just released a video claiming @elonmusk crashed his $TSLA on purpose. Claims he was targeted for not supporting Trump and being against Elon Musk’s vision for several years. @mishacollins I loved you on",TSLA,Tesla
Tue Feb 04 22:45:43 +0000 2025,Apart from $NVDA The rest of the Mag 7 have horrific 3-year rolling growth rates Mid single digit -&gt; mid teens growth on trillion dollar market caps I wouldn't touch any of them $AAPL $AMZN $MSFT $GOOG $TSLA $META,TSLA,Tesla
Tue Feb 04 15:35:22 +0000 2025,$TSLA looks much weaker than $RIVN on recent market. Perhaps it’s time to move on from Tesla to Rivian as a US No.1 EV maker? @elonmusk losing EV race due to political agendas?,TSLA,Tesla
Tue Feb 04 00:58:49 +0000 2025,"$TSLA Are you seeing what I'm seeing? Potential double bottom with RSI at the same levels compared to the last time we hit around $373. Success rates range from 70% - 85%, but take this with a grain of salt. Let's see how this ages. @flackos_gang @Vol8882",TSLA,Tesla
Tue Feb 04 02:13:03 +0000 2025,Did you know that Tesla removed the black from the new Y $TSLA WHY ?,TSLA,Tesla
Tue Feb 04 19:24:35 +0000 2025,Hadn't seen anything I liked all day then $NQ setup for an almost ~100pt trade. Liked the setup and liked how $NVDA $TSLA were making same higher lows at the time. Fumble was not keeping some $USEG short from yesterday for the swing.,TSLA,Tesla
Tue Feb 04 05:36:23 +0000 2025,China just announced tariffs of up to 15% on coal and LNG imports from the US. Of course $TSLA would be the first stock you’d think to sell on this news. $TSLA is either the golden child or the whipping boy.,TSLA,Tesla
Tue Feb 04 05:45:11 +0000 2025,"$STRH reached a new 52-week high yesterday, closing at .030475. It's been quite a run in 2025, starting from .005. $AAPL $ABBV $ADBE $AMAT $AMT $AMZN $BA $BABA $BYND $DIS $FDX $GOOG $HD $IWM $JPM $LK $LOW $LULU $LYFT $MA $NVDA $NFLX $PINS $QQQ $RH $SPY $TLT $T $TSLA $UWT $UVXY",TSLA,Tesla
Tue Feb 04 17:55:02 +0000 2025,This is another great feature from Tesla. I come across many chargers where people just don’t do any effort and drop the cable on the floor where snow gets stuck inside. I just turn on charger port heater and it melts the snow inside the cable within minutes. $tsla,TSLA,Tesla
Tue Feb 04 14:01:41 +0000 2025,"$TSLA broke lower from the consolidation pattern yesterday, but found support near the $373.04 pivot. The 8 and 50-day MAs are together near $399 for potential resistance.",TSLA,Tesla
Tue Feb 04 22:03:00 +0000 2025,Top Stocks for February 25: AI Picks the Biggest Winners From Trump’s Ne... via $PLTR $AAPL $Nvda $AMZN $TSLA $AMD #Trump #Stock $SPOT $META,TSLA,Tesla
Tue Feb 04 13:44:02 +0000 2025,"Cathie Wood's Ark Invest projects $TSLA Robotaxi could generate ~$34T in enterprise value within 5 years -- transforming Tesla from an automaker into a high-margin, AI-driven mobility platform with massive recurring revenue",TSLA,Tesla
Tue Feb 04 13:58:00 +0000 2025,"The 10 largest stocks in the world now have a combined value of $22.12T, up from $21.75T last week! Who’s leading the charge, and where’s it headed next? $NVDA $AAPL $MSFT $AMZN $GOOGL $TSLA $TSM $AVGO #stockmarketcrash #Stock",TSLA,Tesla
Tue Feb 04 14:06:00 +0000 2025,The latest post from $ADIA shows just how big the potential is for successful Stem Cell technology. It was up over +100% yesterday at one point and closed respectable at +48% $PCTL $BNOX $TSLA $ATOS $PLUG $RIVN $LI $CHPT $FSR $GOEV $GM $WKHS,TSLA,Tesla
Tue Feb 04 12:58:42 +0000 2025,$TSLA 1hr view from the weekend update. Showing recent price action taking place as expected #Elliottwave #Trading #Tesla,TSLA,Tesla
Tue Feb 04 10:40:22 +0000 2025,"$TSLA The Belgian EV market has hit new heights in 2024, with 127,750 new battery electric vehicles (BEVs) registered – a 36% increase from last year! Tesla Model Y – 13,242 units Audi Q4 e-tron – 8,631 units Tesla Model 3 – 8,044 units",TSLA,Tesla
Tue Feb 04 21:25:31 +0000 2025,"If we're praying that the US government buys our bags from us, its probably a sign that capital flows into BTC have reached a cap. Only thing holding us up is speculation. When QE? $BTC #Bitcoin $MARA $CLSK $IREN $MSTR $COIN $BTBT $HIVE $HUT $HIVE $BITF $RIOT $TSLA $NVDA",TSLA,Tesla
Tue Feb 04 15:09:42 +0000 2025,I just started a new long position in $TSLA in my Roth IRA today. Do I like everything Elon is doing right now? No. I haven’t owned $TSLA stock since he bought Twitter. But I think the company has major upside from here due to: 1. Optimus humanoid robots has a huge potential.,TSLA,Tesla
Tue Feb 04 14:47:17 +0000 2025,"$NFLX over $1,000! Perfect execution from the watchlist! $SPY $SPX $QQQ $TSLA $NVDA $ARM $AMD $TSM $SMCI $PLTR $AAPL $MSFT $COIN $MSTR $BABA",TSLA,Tesla
Tue Feb 04 17:16:59 +0000 2025,"We will see $TSLA reach $1,000 by early 2026. You can keep thinking Elon is the worst person alive but that couldn’t be further from the truth. Numbers don’t lie.",TSLA,Tesla
Tue Feb 04 15:25:57 +0000 2025,"$TSLA Daily...Low from Jan 2 has been weakened some now, watching for a nice shakeout below that level at some point to get heavy in this again. A lot of volume traded in that 350 area, but no guarantees it gets there.",TSLA,Tesla
Tue Feb 04 12:27:53 +0000 2025,Top flow from yesterday... $IWM $SPX $VIX $DHR $SPY $TSLA $NVDA $MRVL $MSFT $AAPL,TSLA,Tesla
Wed Feb 05 06:04:30 +0000 2025,"$TSLA stands out because it prioritizes real-world application and mass production from the start. While competitors like Boston Dynamics and Waymo often focus on impressive but niche or experimental solutions, Tesla ensures that its projects are designed for widespread",TSLA,Tesla
Wed Feb 05 23:50:33 +0000 2025,You CAN’T fake results from other people This is an EVERYDAY occurrence inside OnlyOptionsTrades $SPY $QQQ $SPX $NVDA $AAPL $AMZN $META $MSFT $GOOG $TSLA,TSLA,Tesla
